ngram,count_all,count_high,share_all,share_high,lift_high_vs_all
김남국,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
기다렸는데,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
있어도,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
2050년까지,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
6명,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
임박했나,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
도발중단,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
다자무대,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
공동발표,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
살수,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
삼성엔지니어링,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
모니터링,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
칼날은,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
기가차네,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
2020총선,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
사실일까,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
매우중요필독,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
고민이다,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
500만원,4,3,1.1786128904891832e-05,8.595003438001376e-05,7.292473641989457
랩지,7,5,2.0625725583560706e-05,0.00014325005730002292,6.945212992370911
인해,6,4,1.7679193357337748e-05,0.00011460004584001834,6.482198792879518
5월1일,6,4,1.7679193357337748e-05,0.00011460004584001834,6.482198792879518
씨젠에서,6,4,1.7679193357337748e-05,0.00011460004584001834,6.482198792879518
문의,6,4,1.7679193357337748e-05,0.00011460004584001834,6.482198792879518
안오네요,6,4,1.7679193357337748e-05,0.00011460004584001834,6.482198792879518
시외가,6,4,1.7679193357337748e-05,0.00011460004584001834,6.482198792879518
탈레반,6,4,1.7679193357337748e-05,0.00011460004584001834,6.482198792879518
7종목,6,4,1.7679193357337748e-05,0.00011460004584001834,6.482198792879518
셀헬,6,4,1.7679193357337748e-05,0.00011460004584001834,6.482198792879518
근거가,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
에바센,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
27년,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
금번,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
이뮤노믹,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
신풍과,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
운기분석,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
천지오륜장,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
이유좀,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
아리바이오,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
인용이네,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
항체진단,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
윤석열로,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
000원입니다,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
휴림,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
문재가,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
해주라,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
찾아갑니다,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
600주,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
식약처의,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
수준이다,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
카바,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
보유자들,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
철강관세,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
레고켐바이오,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
올라왔네요,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
주주임,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
기업과,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
엔텔스,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
매도시점,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
남편이,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
바뀌는,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
낳다,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
판게,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
주관사,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
4곳,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
올라타라,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
기사보고,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
개빡치네,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
롯케,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
대응에,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
식약처승인,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
정보공유,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
호9들,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
큰데,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
미국선물,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
합작법인,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
신주인수권을,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
있으신가요,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
변호,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
고민중인데,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
짚어준다,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
거진,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
eir,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
업체들이,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
지나가리,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
시작되면,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
주린이를,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
공수처장이,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
말했지만,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
오르비텍,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
이석배,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
사기라고,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
다해,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
리가켐,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
거래도,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
오를꺼같지,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
인수한,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
두달간,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
영국에서,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
찍지,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
의심스럽다,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
재무상태,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
기대해도,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
예방율,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
받은자,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
엠파,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
따봉,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
영구채,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
2년뒤,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
랩지는,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
주주환원이,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
얼마야,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
나오겠네요,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
너무들,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
다시보기,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
대호조,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
현대바이오의,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
저의,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
목적으로,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
대주주한테,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
중증,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
어디다,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
가공해도,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
사우디와,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
코나아이,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
인수계약,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
온게,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
한국대통령,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
죄송하지만,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
레바논서,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
있으신,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
내리나요,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
머저리들,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
3일에,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
넘고,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
했다는데,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
크로니클,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
8월말,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
눌림,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
성장할수,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
월요일에는,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
우크라와,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
의문점,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
해성,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
악잰지,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
유안타,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
매력적인,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
통지서,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
받습니다,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
롯데케미칼,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
잡지,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
사둬라,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
이곳에,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
생산한다,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
벌크선,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
주주및,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
바이어,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
이창환,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
마지막글,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
중국아픔이,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
우리아픔,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
휴머니젠은,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
퇴임,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
시설자금,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
아는척,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
도와주네,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
잘몰라서,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
영상으로,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
완성차,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
윤대통령이,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
크크,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
ccmc,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
ftse,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
160억,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
여유자금,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
제조업체,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
꼭두각시,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
않죠,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
궁금한점,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
단순한,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
복잡한,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
유플라이마,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
9월말,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
카나리아,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
한주당,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
같네여,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
든든하다,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
딴데가서,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
놀아라,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
leej,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
테슬라에,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
물어봅니다,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
볼줄,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
수요일날,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
부근,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
투신이,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
공시뜨고,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
라이선스,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
시작인데,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
15500원,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
쩜상달리것네,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
뉴스나,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
저왔즙미다,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
단기적,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
걸쳐서,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
내릴,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
후보가,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
정리해주마,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
독감정도,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
일일이,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
ccnp,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
5월에는,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
act로,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
1차매수,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
빛과전자,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
퍼스텍,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
한가지더,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
제약회사,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
사건을,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
v3,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
pbr이,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
목록,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
2시간,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
못보신,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
캐피탈,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
모임방,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
우주항공,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
날린,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
들어온거야,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
웃기냐,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
자율주행차,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
흠폭락,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
징글,3,2,8.839596678668874e-06,5.730002292000917e-05,6.482198792879518
코스메르나,11,7,3.241185448845254e-05,0.00020055008022003208,6.187553393203175
바디텍,8,5,2.3572257809783664e-05,0.00014325005730002292,6.077061368324547
물어보자,8,5,2.3572257809783664e-05,0.00014325005730002292,6.077061368324547
사도,13,8,3.830491894089846e-05,0.00022920009168003668,5.98356811650417
램시마,23,14,6.777024120312804e-05,0.00040110016044006417,5.918529332629125
fda에서,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
실체를,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
못가는이유,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
통화내용,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
1996,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
매수했는데,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
상장시,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
750원,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
있을듯,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
한오,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
주린이입니다,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
성공해도,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
아르헨티나,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
한달만,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
sd바이오센서,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
간단,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
한국조선해양,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
유증하면,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
논리적으로,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
최대수혜,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
주주행동,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
트위터입니다,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
주식입니다,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
주가예상,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
읽어주세요,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
질문받는다,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
나온다고,5,3,1.4732661131114792e-05,8.595003438001376e-05,5.833978913591565
끝났다고,7,4,2.0625725583560706e-05,0.00011460004584001834,5.556170393896729
하한가다,7,4,2.0625725583560706e-05,0.00011460004584001834,5.556170393896729
패시브,7,4,2.0625725583560706e-05,0.00011460004584001834,5.556170393896729
40만원,7,4,2.0625725583560706e-05,0.00011460004584001834,5.556170393896729
숏커버,7,4,2.0625725583560706e-05,0.00011460004584001834,5.556170393896729
우보천리,18,10,5.303758007201325e-05,0.00028650011460004584,5.401832327399597
가능할까요,9,5,2.6518790036006625e-05,0.00014325005730002292,5.401832327399597
선배님들,9,5,2.6518790036006625e-05,0.00014325005730002292,5.401832327399597
주주님들께,9,5,2.6518790036006625e-05,0.00014325005730002292,5.401832327399597
임상승인,9,5,2.6518790036006625e-05,0.00014325005730002292,5.401832327399597
연구소,9,5,2.6518790036006625e-05,0.00014325005730002292,5.401832327399597
이아이디,9,5,2.6518790036006625e-05,0.00014325005730002292,5.401832327399597
형왔다,9,5,2.6518790036006625e-05,0.00014325005730002292,5.401832327399597
임상3상,11,6,3.241185448845254e-05,0.00017190006876002752,5.303617194174151
주사파,13,7,3.830491894089846e-05,0.00020055008022003208,5.235622101941148
논문,23,12,6.777024120312804e-05,0.00034380013752005503,5.0730251422535355
홈피,16,8,4.714451561956733e-05,0.00022920009168003668,4.861649094659638
사업보고서,8,4,2.3572257809783664e-05,0.00011460004584001834,4.861649094659638
두렵다,8,4,2.3572257809783664e-05,0.00011460004584001834,4.861649094659638
넘는,8,4,2.3572257809783664e-05,0.00011460004584001834,4.861649094659638
루마니아,8,4,2.3572257809783664e-05,0.00011460004584001834,4.861649094659638
주린인데,8,4,2.3572257809783664e-05,0.00011460004584001834,4.861649094659638
셀리드,8,4,2.3572257809783664e-05,0.00011460004584001834,4.861649094659638
현대차와,8,4,2.3572257809783664e-05,0.00011460004584001834,4.861649094659638
부자되세요,8,4,2.3572257809783664e-05,0.00011460004584001834,4.861649094659638
승인은,8,4,2.3572257809783664e-05,0.00011460004584001834,4.861649094659638
신주인수권,8,4,2.3572257809783664e-05,0.00011460004584001834,4.861649094659638
최신,8,4,2.3572257809783664e-05,0.00011460004584001834,4.861649094659638
임상2상,8,4,2.3572257809783664e-05,0.00011460004584001834,4.861649094659638
일상으로,6,3,1.7679193357337748e-05,8.595003438001376e-05,4.861649094659638
떨어지나요,6,3,1.7679193357337748e-05,8.595003438001376e-05,4.861649094659638
진단키트는,6,3,1.7679193357337748e-05,8.595003438001376e-05,4.861649094659638
렉키로나주,6,3,1.7679193357337748e-05,8.595003438001376e-05,4.861649094659638
예상되는,6,3,1.7679193357337748e-05,8.595003438001376e-05,4.861649094659638
일까요,6,3,1.7679193357337748e-05,8.595003438001376e-05,4.861649094659638
fda승인,6,3,1.7679193357337748e-05,8.595003438001376e-05,4.861649094659638
600억,6,3,1.7679193357337748e-05,8.595003438001376e-05,4.861649094659638
분들을,6,3,1.7679193357337748e-05,8.595003438001376e-05,4.861649094659638
장담하는데,6,3,1.7679193357337748e-05,8.595003438001376e-05,4.861649094659638
